pais,anio,grupo_edad,sexo,causa,causa_grupo,q_media_posterior,q_mediana_posterior,q_li_95,q_ls_95
Panama,2017,85-89,Mujer,XI,Enfermedades del sistema digestivo,0.004597913143391596,0.004569223575697331,0.0034899076335666336,0.005856036993005832
Panama,2017,85-89,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,0.0011706917771173366,0.0011401647900349272,6.445683549774664e-4,0.0018505218437702632
Panama,2017,85-89,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,5.746845535353088e-4,5.49894458887438e-4,2.348473085553241e-4,0.001060867597299399
Panama,2017,85-89,Mujer,XIV,Enfermedades del sistema genitourinario,0.0048037974526711266,0.004775427126369532,0.0036696374379811083,0.006110404270839398
Panama,2017,85-89,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",9.131594584868821e-6,2.2300145734823257e-7,4.84717373426131e-17,8.053738561585013e-5
Panama,2017,85-89,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.0027925000123630683,0.002764545244040142,0.0019183684177888618,0.003833872164561101
Panama,2017,85-89,Mujer,XX,Causas externas de mortalidad,4.485777580218774e-4,0.00042346285414390967,1.6556092579223037e-4,8.807319642682455e-4
Panama,2017,90-94,Hombre,I,Enfermedades infecciosas y parasitarias,0.004999098248174547,0.00489907320558612,0.0027494076218676673,0.007832285993247605
Panama,2017,90-94,Hombre,II,Tumores,0.027463131819840902,0.027294337163324064,0.021049395149795102,0.03461611904668444
Panama,2017,90-94,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,8.306431616578141e-4,7.441757433455944e-4,1.9260697422231396e-4,0.0019463020773996503
Panama,2017,90-94,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.01633284973323411,0.016195675746863182,0.011538241314327836,0.021869629238970355
Panama,2017,90-94,Hombre,IX,Enfermedades del sistema circulatorio,0.13899766522272491,0.13898369123061594,0.12491415265279802,0.153565572775704
Panama,2017,90-94,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.010389569278604686,0.010262797556991141,0.006672005625532676,0.01489286332228955
Panama,2017,90-94,Hombre,X,Enfermedades del sistema respiratorio,0.04169322743537169,0.04154264926630326,0.033880966404605646,0.05033413537112885
Panama,2017,90-94,Hombre,XI,Enfermedades del sistema digestivo,0.01189935387329457,0.011785917030130422,0.00794243092124633,0.01664934862549199
Panama,2017,90-94,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,0.002854634240923558,0.002715006906060632,0.0011853911745933576,0.005281852745397869
Panama,2017,90-94,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,3.9171987631021364e-4,2.882548102393233e-4,1.847892995254251e-5,0.0013136172225223924
Panama,2017,90-94,Hombre,XIV,Enfermedades del sistema genitourinario,0.018427884734471635,0.018280507132174547,0.013286506684642681,0.02435421563738621
Panama,2017,90-94,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.5243490491818977e-5,5.663808706836298e-7,5.330494494510272e-17,2.2361143496900927e-4
Panama,2017,90-94,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.015292452427444354,0.015132479724934833,0.01069057991696855,0.020821314401431028
Panama,2017,90-94,Hombre,XX,Causas externas de mortalidad,0.003041955285051229,0.0029482177319476,0.001539663514484681,0.005061342490950405
Panama,2017,90-94,Mujer,I,Enfermedades infecciosas y parasitarias,0.0036923585780361153,0.0036357329868701026,0.00230998889898114,0.005465659277184794
Panama,2017,90-94,Mujer,II,Tumores,0.013934197737149628,0.013853930333050558,0.010883356779732269,0.017243461339847742
Panama,2017,90-94,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,8.05938380318303e-4,7.559166215002019e-4,2.750565683503829e-4,0.0016373368622491283
Panama,2017,90-94,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.013852228099820115,0.013777401672207656,0.010845445088358822,0.017300994308994785
Panama,2017,90-94,Mujer,IX,Enfermedades del sistema circulatorio,0.0786798198524552,0.07856994252550785,0.07139430449227818,0.08638929112579742
Panama,2017,90-94,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.010516891468716323,0.010448363964013128,0.007879762468243593,0.013547130685912309
Panama,2017,90-94,Mujer,X,Enfermedades del sistema respiratorio,0.02284175867873128,0.02276795597306742,0.018941497815241765,0.027224228593099444
Panama,2017,90-94,Mujer,XI,Enfermedades del sistema digestivo,0.00595721642751402,0.005888640275905625,0.004057305741116821,0.008244879780269792
Panama,2017,90-94,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,0.003289975767430137,0.0032283545004523333,0.0018910746669098264,0.005037052444566015
Panama,2017,90-94,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0.0014343356662118102,0.001374999195221039,6.315894754941603e-4,0.0025347118656985908
Panama,2017,90-94,Mujer,XIV,Enfermedades del sistema genitourinario,0.00799210928655016,0.007932592506558887,0.005705373751431854,0.01065303894509719
Panama,2017,90-94,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.660548702514052e-5,4.278271569940553e-7,9.790439596291368e-17,1.4148630394253945e-4
Panama,2017,90-94,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.006825636734802733,0.006759709967476002,0.004763560783776355,0.009319841900058388
Panama,2017,90-94,Mujer,XX,Causas externas de mortalidad,7.720428709255741e-4,7.196871608726108e-4,2.4056052630293834e-4,0.0015980712349059633
Panama,2017,95+,Hombre,I,Enfermedades infecciosas y parasitarias,0.0070123137850752245,0.006789486182435119,0.00350694347328125,0.011808971269205796
Panama,2017,95+,Hombre,II,Tumores,0.05315615093138269,0.05261593337327276,0.03719645246597199,0.0721259714336164
Panama,2017,95+,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,4.3537538630227326e-4,3.318755582287661e-4,2.5686407952714112e-5,0.0014081157944244433
Panama,2017,95+,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.025521634735371557,0.02496063520419255,0.014683004204994176,0.039085542013820584
Panama,2017,95+,Hombre,IX,Enfermedades del sistema circulatorio,0.3453239035865577,0.3454126669233293,0.30662706295860875,0.3848914629402426
Panama,2017,95+,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.01806404086842611,0.01763026895618524,0.009741927969314477,0.028878259067740948
Panama,2017,95+,Hombre,X,Enfermedades del sistema respiratorio,0.14034325236335987,0.13994249358745675,0.11380677094857718,0.1695438829096232
Panama,2017,95+,Hombre,XI,Enfermedades del sistema digestivo,0.010647692765053042,0.010257424585100728,0.004623348502244453,0.018912682240554125
Panama,2017,95+,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,1.5182793841954525e-4,5.731727972291e-6,3.3081916334327924e-15,0.0013350655525290241
Panama,2017,95+,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,6.726534634131148e-4,4.95577139005996e-4,2.8002770101741552e-5,0.002281832089120812
Panama,2017,95+,Hombre,XIV,Enfermedades del sistema genitourinario,0.03239698605096363,0.03197329860425701,0.01996160899209035,0.04751150492511822
Panama,2017,95+,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.882917132294548e-5,7.05144491511564e-7,8.822040998435846e-17,2.616871654293739e-4
Panama,2017,95+,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.03268413424082562,0.03219205928648562,0.020782636553242688,0.046960970119162664
Panama,2017,95+,Hombre,XX,Causas externas de mortalidad,7.500551150042655e-4,6.249170972268874e-4,7.674274539163244e-5,0.0021801809138931347
Panama,2017,95+,Mujer,I,Enfermedades infecciosas y parasitarias,0.002984998745306453,0.0028668817410048616,0.0012553418657236827,0.005421309509297712
Panama,2017,95+,Mujer,II,Tumores,0.01075721855221046,0.010571884146112254,0.00655100346919953,0.015883724629205193
Panama,2017,95+,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,6.270334765512547e-4,5.375556167814885e-4,9.56605139494499e-5,0.0016531212386447726
Panama,2017,95+,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.019694641857120065,0.01954986602154221,0.013922827739894254,0.026290131227910754
Panama,2017,95+,Mujer,IX,Enfermedades del sistema circulatorio,0.17863870471475493,0.17851922713288537,0.16150936428176285,0.19638264258071705
Panama,2017,95+,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.014363111706262794,0.014189344853494237,0.009578527559133467,0.0202028233853202
Panama,2017,95+,Mujer,X,Enfermedades del sistema respiratorio,0.056446664221594826,0.05628181876293764,0.04628935495311806,0.06746004079559208
Panama,2017,95+,Mujer,XI,Enfermedades del sistema digestivo,0.00970386276713405,0.009522975282266576,0.00594344990554353,0.014593536070365828
Panama,2017,95+,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,0.005668610664980368,0.005497873914646716,0.002976586447801001,0.0092770510123549
Panama,2017,95+,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0.0029812433252814075,0.002853087828268257,0.0012978286396577127,0.005318690440092765
Panama,2017,95+,Mujer,XIV,Enfermedades del sistema genitourinario,0.01166336334129243,0.01151192348355682,0.00723144057526363,0.01699310678921443
Panama,2017,95+,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.59483199934825e-5,7.007589407850916e-7,1.1304435137959911e-16,2.2614938774137132e-4
Panama,2017,95+,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.026121000965677002,0.025969549072420127,0.019304239020421186,0.03348859284439357
Panama,2017,95+,Mujer,XX,Causas externas de mortalidad,5.656108250421684e-4,4.636909478143743e-4,5.359751643624249e-5,0.0016434344975916997
Panama,2018,0-4,Hombre,I,Enfermedades infecciosas y parasitarias,3.1814369766530406e-4,3.163714641961828e-4,2.4508861391874323e-4,4.0168426989609747e-4
Panama,2018,0-4,Hombre,II,Tumores,4.169548331026089e-5,4.004484289104174e-5,1.843211203110693e-5,7.428091952605546e-5
Panama,2018,0-4,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.6571239968048115e-5,2.4968396801053782e-5,8.982570035737977e-6,5.3805835745363706e-5
Panama,2018,0-4,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.2637728300354586e-4,1.2488296472858948e-4,8.18118786759312e-5,1.803939949162414e-4
Panama,2018,0-4,Hombre,IX,Enfermedades del sistema circulatorio,2.5699239250359947e-5,2.420996953066935e-5,8.249011104447586e-6,5.1555820238117394e-5
Panama,2018,0-4,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",6.168147614016962e-5,6.0186705688115985e-5,3.210329827859857e-5,1.0014366332528902e-4
Panama,2018,0-4,Hombre,X,Enfermedades del sistema respiratorio,3.0695236188531196e-4,3.0534394231426413e-4,2.34910201058231e-4,3.885346075617898e-4
Panama,2018,0-4,Hombre,XI,Enfermedades del sistema digestivo,8.634501701462715e-5,8.464535007620292e-5,5.0532198389389054e-5,1.3149714287763795e-4
Panama,2018,0-4,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,7.265619855729719e-7,2.7402793202476642e-8,3.4063400664028077e-17,6.1594567255409285e-6
Panama,2018,0-4,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.0792590815838324e-6,1.280646103120448e-7,7.122123740124863e-14,8.012083429371114e-6
Panama,2018,0-4,Hombre,XIV,Enfermedades del sistema genitourinario,2.6133533840407076e-5,2.44903862619923e-5,8.782500309864386e-6,5.358458361926299e-5
Panama,2018,0-4,Hombre,XVI,Afecciones originadas en el periodo perinatal,0.0014314053262190504,0.0014301932633266384,0.001286740540106578,0.0015856067514156214
Panama,2018,0-4,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",9.131122917198642e-4,9.108626816288896e-4,7.868936116373708e-4,0.0010505334593669615
Panama,2018,0-4,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",2.770926957093228e-4,2.760982206648709e-4,2.0830899795346825e-4,3.5354320247741006e-4
Panama,2018,0-4,Hombre,XX,Causas externas de mortalidad,1.0396358789644833e-4,1.0228730640871161e-4,6.436719440702022e-5,1.5303673305005905e-4
Panama,2018,0-4,Mujer,I,Enfermedades infecciosas y parasitarias,2.777417036891571e-4,2.7553304184189026e-4,2.087441353012109e-4,3.568435104591222e-4
Panama,2018,0-4,Mujer,II,Tumores,3.869328288094852e-5,3.70646277937474e-5,1.636509000594685e-5,7.089449884877115e-5
Panama,2018,0-4,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,6.932017159919425e-6,5.297806264539892e-6,4.2078897046758375e-7,2.2520448706676976e-5
Panama,2018,0-4,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.438868520747835e-4,1.419056784068982e-4,9.476809715985831e-5,2.027792825486452e-4
Panama,2018,0-4,Mujer,IX,Enfermedades del sistema circulatorio,9.481114485577105e-7,7.079385288613208e-8,5.66745038613901e-15,7.615075192973157e-6
Panama,2018,0-4,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",4.920618527602214e-5,4.7397642948874514e-5,2.2497987718746678e-5,8.710745335452224e-5
Panama,2018,0-4,Mujer,X,Enfermedades del sistema respiratorio,2.7620130936899907e-4,2.741503487966151e-4,2.066761031061831e-4,3.5647767457577426e-4
Panama,2018,0-4,Mujer,XI,Enfermedades del sistema digestivo,3.861998374320379e-5,3.6814750616001304e-5,1.59604406410312e-5,7.201075256425268e-5
Panama,2018,0-4,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,7.70454609938498e-7,2.9869705462469756e-8,2.5506095180090148e-17,6.820797547457233e-6
Panama,2018,0-4,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.1602563153964857e-6,1.296842748830038e-7,8.470781193078949e-14,8.55099328459043e-6
Panama,2018,0-4,Mujer,XIV,Enfermedades del sistema genitourinario,1.6995527441435602e-5,1.5146653104233708e-5,3.871736026191008e-6,4.055708856425706e-5
Panama,2018,0-4,Mujer,XVI,Afecciones originadas en el periodo perinatal,0.0011798183420719274,0.0011785268822292949,0.001044128394379725,0.0013228327833658335
Panama,2018,0-4,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",8.53258339310953e-4,8.510997464273677e-4,7.275483729458636e-4,9.88156336258719e-4
Panama,2018,0-4,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",2.1897485844760655e-4,2.1706490981881582e-4,1.5689105508874177e-4,2.906552317543915e-4
Panama,2018,0-4,Mujer,XX,Causas externas de mortalidad,9.898125146497168e-5,9.718460219658226e-5,5.96672986292749e-5,1.4824883015465516e-4
Panama,2018,10-14,Hombre,I,Enfermedades infecciosas y parasitarias,2.4709785114863825e-5,2.284599485163853e-5,7.78135994849522e-6,5.165184724706349e-5
Panama,2018,10-14,Hombre,II,Tumores,5.596127631088024e-5,5.41733495025035e-5,2.649280458289513e-5,9.504531784765965e-5
Panama,2018,10-14,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.2583560783565387e-5,1.0927001369908844e-5,1.901006516724733e-6,3.2665576957683526e-5
Panama,2018,10-14,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.2644830308647128e-6,2.0676836227432865e-7,9.651915510495433e-13,8.908130043072853e-6
Panama,2018,10-14,Hombre,IX,Enfermedades del sistema circulatorio,1.1754367311599688e-5,9.950926398264132e-6,1.5544103729749013e-6,3.174319782245478e-5
Panama,2018,10-14,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",5.0032464582878466e-5,4.841907761639176e-5,2.2979429680233723e-5,8.742478718704432e-5
Panama,2018,10-14,Hombre,X,Enfermedades del sistema respiratorio,1.1160579746495953e-6,1.2626929640530645e-7,3.6034762330688844e-14,8.366824672470095e-6
Panama,2018,10-14,Hombre,XI,Enfermedades del sistema digestivo,2.3221488566127323e-5,2.1394703579704906e-5,6.719233473508445e-6,4.971521651625389e-5
Panama,2018,10-14,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,6.223034711215183e-6,4.4666999795107126e-6,2.3966275735229256e-7,2.212160079351556e-5
Panama,2018,10-14,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.1964793300099601e-5,1.0262246186984426e-5,1.6457949170544884e-6,3.2392190695920966e-5
Panama,2018,10-14,Hombre,XIV,Enfermedades del sistema genitourinario,6.483479134158708e-6,4.7930189948326e-6,2.61472768370502e-7,2.2435175819467005e-5
Panama,2018,10-14,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",6.723841478580299e-7,1.755858600598201e-8,1.7103937120671262e-18,6.127983259982899e-6
Panama,2018,10-14,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",2.8419127903257267e-5,2.6602421603937424e-5,9.546844896927911e-6,5.6862478719935274e-5
Panama,2018,10-14,Hombre,XX,Causas externas de mortalidad,1.1722217886309885e-4,1.1560967916375167e-4,7.323074073216524e-5,1.7144506960509832e-4
Panama,2018,10-14,Mujer,I,Enfermedades infecciosas y parasitarias,1.4470822004293807e-5,1.2575128262714615e-5,2.518569270983653e-6,3.697713719475118e-5
Panama,2018,10-14,Mujer,II,Tumores,5.2665802891542914e-5,5.074779769188668e-5,2.4595035680898107e-5,9.16202448056344e-5
Panama,2018,10-14,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.3068022189552117e-5,1.1308104898906321e-5,1.999692630646519e-6,3.345875803788984e-5
Panama,2018,10-14,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",6.965937789353435e-6,5.169850017368544e-6,3.194036503333916e-7,2.3245413264988293e-5
Panama,2018,10-14,Mujer,IX,Enfermedades del sistema circulatorio,1.2324593027858527e-5,1.053761030742904e-5,1.620596612309154e-6,3.335986454642557e-5
Panama,2018,10-14,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1.8552543733406256e-5,1.6644297618560847e-5,4.102349889234457e-6,4.3769787667535004e-5
Panama,2018,10-14,Mujer,X,Enfermedades del sistema respiratorio,1.149870928781751e-6,1.2099681694289524e-7,2.8297147661929323e-14,8.630525322313946e-6
Panama,2018,10-14,Mujer,XI,Enfermedades del sistema digestivo,1.298848076260886e-5,1.1214732253086117e-5,1.952104794517546e-6,3.338353270289091e-5
Panama,2018,10-14,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,7.953685730773244e-7,2.7474927932168923e-8,3.729819136487758e-17,6.764986507171009e-6
Panama,2018,10-14,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,6.725038713823564e-6,5.017502457946075e-6,3.167665504959164e-7,2.3031447247384344e-5
Panama,2018,10-14,Mujer,XIV,Enfermedades del sistema genitourinario,6.8957683779773685e-6,5.223006169744191e-6,3.17567630883557e-7,2.3220089951164e-5
Panama,2018,10-14,Mujer,XV,"Embarazo, parto y puerperio",6.118340060225276e-6,4.738328911570219e-6,3.9840491631279144e-7,1.962233356014929e-5
Panama,2018,10-14,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.7420386439384598e-5,1.570318341390524e-5,3.6500069985308774e-6,4.151090342571369e-5
Panama,2018,10-14,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.8488847812207926e-5,1.653612378622623e-5,4.276681587933986e-6,4.348979968465844e-5
Panama,2018,10-14,Mujer,XX,Causas externas de mortalidad,5.495760598834869e-5,5.3260169779795733e-5,2.6057297133895964e-5,9.391547565919192e-5
Panama,2018,15-19,Hombre,I,Enfermedades infecciosas y parasitarias,7.6157814521288e-5,7.410642881494983e-5,4.131001995105416e-5,1.2111186282726305e-4
Panama,2018,15-19,Hombre,II,Tumores,1.0260080336947613e-4,1.0083951975169798e-4,6.117120935636722e-5,1.5486059501957456e-4
Panama,2018,15-19,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.3166602340443845e-5,1.1249017403489213e-5,2.0665341140152677e-6,3.494152786111897e-5
Panama,2018,15-19,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.3504950175352038e-6,2.0450270196432723e-7,4.798714304942479e-13,9.431425628839926e-6
Panama,2018,15-19,Hombre,IX,Enfermedades del sistema circulatorio,4.037686568621097e-5,3.841571122042382e-5,1.6350867145080575e-5,7.487319990296374e-5
Panama,2018,15-19,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",6.308365640384616e-5,6.116194199415201e-5,3.194981388766554e-5,1.0497760818127e-4
Panama,2018,15-19,Hombre,X,Enfermedades del sistema respiratorio,1.2376419319612754e-5,1.0492656279670423e-5,1.7401162508877318e-6,3.378344818544462e-5
Panama,2018,15-19,Hombre,XI,Enfermedades del sistema digestivo,2.393482809332821e-5,2.1966625098523433e-5,6.919409635418804e-6,5.200844355430001e-5
Panama,2018,15-19,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,8.073925548652435e-7,2.9757549643122033e-8,5.232267676522479e-17,6.85352189582096e-6
Panama,2018,15-19,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.1564625759876723e-6,1.3368417565599125e-7,8.458436373398939e-14,8.385959067289394e-6
Panama,2018,15-19,Hombre,XIV,Enfermedades del sistema genitourinario,1.7901920976149724e-5,1.5982669157745867e-5,4.030507323803821e-6,4.2357943902462486e-5
Panama,2018,15-19,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.174592272930213e-5,9.90020757128562e-6,1.6305141708583098e-6,3.19292650406798e-5
Panama,2018,15-19,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",4.0841530022702835e-5,3.896809297264305e-5,1.685325725424422e-5,7.532008035259191e-5
Panama,2018,15-19,Hombre,XX,Causas externas de mortalidad,5.711416525922456e-4,5.694502656903873e-4,4.653863220912267e-4,6.853741425794388e-4
Panama,2018,15-19,Mujer,I,Enfermedades infecciosas y parasitarias,7.338308487469463e-5,7.147847496557705e-5,3.93489191495555e-5,1.1805583316911234e-4
Panama,2018,15-19,Mujer,II,Tumores,6.619836683019936e-5,6.427336566430808e-5,3.33899702335021e-5,1.0979573512569998e-4
Panama,2018,15-19,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,7.912923643497484e-6,6.105507101295942e-6,4.6521202312414634e-7,2.5111765546415343e-5
Panama,2018,15-19,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",2.4954371353569103e-5,2.313234542609043e-5,7.004194857270694e-6,5.322667678934733e-5
Panama,2018,15-19,Mujer,IX,Enfermedades del sistema circulatorio,1.8564484762938128e-5,1.6640989777074635e-5,4.183506438543509e-6,4.392156231640208e-5
Panama,2018,15-19,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",2.4788649999519887e-5,2.2853116351699915e-5,7.130245596524648e-6,5.361486754942122e-5
Panama,2018,15-19,Mujer,X,Enfermedades del sistema respiratorio,1.2915664469063252e-5,1.1080613836066194e-5,1.7713432707825012e-6,3.526411883144243e-5
Panama,2018,15-19,Mujer,XI,Enfermedades del sistema digestivo,1.9061338341479446e-5,1.7211547991456786e-5,4.31114222689375e-6,4.451778558291549e-5
Panama,2018,15-19,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,8.262883581443517e-7,2.931531295915835e-8,2.7233792044276626e-17,7.322764225786037e-6
Panama,2018,15-19,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.2861468830483124e-5,1.0832644658603887e-5,1.820021052350794e-6,3.566326951443236e-5
Panama,2018,15-19,Mujer,XIV,Enfermedades del sistema genitourinario,1.2382309733583103e-6,1.3608862249771135e-7,9.011323772936089e-14,9.141148279249969e-6
Panama,2018,15-19,Mujer,XV,"Embarazo, parto y puerperio",1.9499344054110425e-5,1.7992668231708045e-5,5.794160308003823e-6,4.117424826022186e-5
Panama,2018,15-19,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",6.471856262078579e-6,4.692287570590602e-6,2.396120355718352e-7,2.2322369614491727e-5
Panama,2018,15-19,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.3103495787318123e-5,1.117899685267967e-5,1.915422347329105e-6,3.480563298792481e-5
Panama,2018,15-19,Mujer,XX,Causas externas de mortalidad,1.0335658298242101e-4,1.0167942564816545e-4,6.120850386322012e-5,1.5568154403505693e-4
Panama,2018,20-24,Hombre,I,Enfermedades infecciosas y parasitarias,3.6291632687355407e-4,3.6073786129615904e-4,2.796867878817873e-4,4.5615256071780994e-4
Panama,2018,20-24,Hombre,II,Tumores,1.1179404231734029e-4,1.0979402611427884e-4,6.77513918810607e-5,1.6683217079943423e-4
Panama,2018,20-24,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,3.091459603514917e-5,2.8979353839825216e-5,1.0345416251386073e-5,6.265312915912565e-5
Panama,2018,20-24,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",3.0491980686587205e-5,2.8484124545002966e-5,1.0221082572801604e-5,6.179924089216491e-5
Panama,2018,20-24,Hombre,IX,Enfermedades del sistema circulatorio,3.599827748450424e-5,3.4092232877611426e-5,1.3371978994541214e-5,6.99547020237688e-5
Panama,2018,20-24,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",8.875978022755076e-5,8.681281170875965e-5,5.000201233876851e-5,1.381735604724472e-4
Panama,2018,20-24,Hombre,X,Enfermedades del sistema respiratorio,1.864030891563126e-5,1.673457475575213e-5,4.081606261859238e-6,4.336925568921422e-5
Panama,2018,20-24,Hombre,XI,Enfermedades del sistema digestivo,3.644233843108341e-5,3.468779218959519e-5,1.3709592579926484e-5,7.015011972823676e-5
Panama,2018,20-24,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,1.2453971581048365e-5,1.0683592076810166e-5,1.7622149744193107e-6,3.349950448322757e-5
Panama,2018,20-24,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.2155190092738077e-6,1.4079544682185737e-7,9.005581088421558e-14,8.829583224867946e-6
Panama,2018,20-24,Hombre,XIV,Enfermedades del sistema genitourinario,2.448399893273718e-5,2.252660741018209e-5,7.067818983534401e-6,5.303268107484679e-5
Panama,2018,20-24,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",6.473451458617144e-6,4.65276974547487e-6,2.4856764328228017e-7,2.273356604916023e-5
Panama,2018,20-24,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.2904174527695068e-4,1.2706925070456794e-4,8.086679135971923e-5,1.8933994936266393e-4
Panama,2018,20-24,Hombre,XX,Causas externas de mortalidad,8.255277583978209e-4,8.235217238302362e-4,6.971650536817911e-4,9.670277522057256e-4
Panama,2018,20-24,Mujer,I,Enfermedades infecciosas y parasitarias,8.724987271826084e-5,8.540576753820775e-5,4.860866255587454e-5,1.361096605322406e-4
