pais,anio,grupo_edad,sexo,causa,causa_grupo,q_c
Guatemala,2016,55-59,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.0010822416212961088
Guatemala,2016,55-59,Hombre,XX,Causas externas de mortalidad,0.0021454821187914404
Guatemala,2016,55-59,Mujer,I,Enfermedades infecciosas y parasitarias,3.33034611231364e-4
Guatemala,2016,55-59,Mujer,II,Tumores,0.001974249970711752
Guatemala,2016,55-59,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,7.796122019442175e-5
Guatemala,2016,55-59,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.0018677521759718175
Guatemala,2016,55-59,Mujer,IX,Enfermedades del sistema circulatorio,0.0014424892492173637
Guatemala,2016,55-59,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1.6694210760977808e-4
Guatemala,2016,55-59,Mujer,X,Enfermedades del sistema respiratorio,6.306364150946829e-4
Guatemala,2016,55-59,Mujer,XI,Enfermedades del sistema digestivo,0.0010514906161404403
Guatemala,2016,55-59,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,4.3359656700477325e-5
Guatemala,2016,55-59,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,4.384921553366076e-5
Guatemala,2016,55-59,Mujer,XIV,Enfermedades del sistema genitourinario,5.957910363474671e-4
Guatemala,2016,55-59,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.007451359229011e-5
Guatemala,2016,55-59,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",7.275957043503653e-4
Guatemala,2016,55-59,Mujer,XX,Causas externas de mortalidad,3.086937575493924e-4
Guatemala,2016,60-64,Hombre,I,Enfermedades infecciosas y parasitarias,6.917289439676558e-4
Guatemala,2016,60-64,Hombre,II,Tumores,0.0021153671057046997
Guatemala,2016,60-64,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.2906807900410258e-4
Guatemala,2016,60-64,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.0021574782232989488
Guatemala,2016,60-64,Hombre,IX,Enfermedades del sistema circulatorio,0.002733809959670316
Guatemala,2016,60-64,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",3.8302769999501294e-4
Guatemala,2016,60-64,Hombre,X,Enfermedades del sistema respiratorio,0.0012480457361215406
Guatemala,2016,60-64,Hombre,XI,Enfermedades del sistema digestivo,0.0022916937862585553
Guatemala,2016,60-64,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,4.9792120869354e-5
Guatemala,2016,60-64,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,4.987275429036829e-5
Guatemala,2016,60-64,Hombre,XIV,Enfermedades del sistema genitourinario,9.889343877694022e-4
Guatemala,2016,60-64,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.5791573898782654e-5
Guatemala,2016,60-64,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.0014804647430604711
Guatemala,2016,60-64,Hombre,XX,Causas externas de mortalidad,0.0020034043357162797
Guatemala,2016,60-64,Mujer,I,Enfermedades infecciosas y parasitarias,5.311065756201461e-4
Guatemala,2016,60-64,Mujer,II,Tumores,0.0026211183562389138
Guatemala,2016,60-64,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,9.271585507019814e-5
Guatemala,2016,60-64,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.002702911770299421
Guatemala,2016,60-64,Mujer,IX,Enfermedades del sistema circulatorio,0.002066024358228359
Guatemala,2016,60-64,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",2.2647784007028072e-4
Guatemala,2016,60-64,Mujer,X,Enfermedades del sistema respiratorio,0.0010157009079250527
Guatemala,2016,60-64,Mujer,XI,Enfermedades del sistema digestivo,0.001461220327906468
Guatemala,2016,60-64,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,2.7933564067230816e-5
Guatemala,2016,60-64,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,9.20854249421202e-5
Guatemala,2016,60-64,Mujer,XIV,Enfermedades del sistema genitourinario,9.429162243039376e-4
Guatemala,2016,60-64,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.791079795497555e-5
Guatemala,2016,60-64,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.0013381464235177093
Guatemala,2016,60-64,Mujer,XX,Causas externas de mortalidad,3.7135025884048274e-4
Guatemala,2016,65-69,Hombre,I,Enfermedades infecciosas y parasitarias,6.988159996248773e-4
Guatemala,2016,65-69,Hombre,II,Tumores,0.0034744031810935113
Guatemala,2016,65-69,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.5560548270901207e-4
Guatemala,2016,65-69,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.0031736255546453464
Guatemala,2016,65-69,Hombre,IX,Enfermedades del sistema circulatorio,0.004705689169620526
Guatemala,2016,65-69,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",6.494077927775617e-4
Guatemala,2016,65-69,Hombre,X,Enfermedades del sistema respiratorio,0.0021066457746751572
Guatemala,2016,65-69,Hombre,XI,Enfermedades del sistema digestivo,0.0026798215215451614
Guatemala,2016,65-69,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,9.112518667659883e-5
Guatemala,2016,65-69,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,6.654530712863927e-5
Guatemala,2016,65-69,Hombre,XIV,Enfermedades del sistema genitourinario,0.001549622727636699
Guatemala,2016,65-69,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",4.180582405879189e-5
Guatemala,2016,65-69,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.0023092052912760605
Guatemala,2016,65-69,Hombre,XX,Causas externas de mortalidad,0.002023998145894078
Guatemala,2016,65-69,Mujer,I,Enfermedades infecciosas y parasitarias,7.809653081520084e-4
Guatemala,2016,65-69,Mujer,II,Tumores,0.0035732160640068577
Guatemala,2016,65-69,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.4506900693092052e-4
Guatemala,2016,65-69,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.004004631103773801
Guatemala,2016,65-69,Mujer,IX,Enfermedades del sistema circulatorio,0.003988115334717262
Guatemala,2016,65-69,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",2.7450814603222507e-4
Guatemala,2016,65-69,Mujer,X,Enfermedades del sistema respiratorio,0.0018936242455610422
Guatemala,2016,65-69,Mujer,XI,Enfermedades del sistema digestivo,0.0018889443540087677
Guatemala,2016,65-69,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,6.590022515155395e-5
Guatemala,2016,65-69,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,9.47945800063409e-5
Guatemala,2016,65-69,Mujer,XIV,Enfermedades del sistema genitourinario,0.0012114180445825648
Guatemala,2016,65-69,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.6697874152011715e-5
Guatemala,2016,65-69,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.0018990811496951573
Guatemala,2016,65-69,Mujer,XX,Causas externas de mortalidad,4.6213642089090647e-4
Guatemala,2016,70-74,Hombre,I,Enfermedades infecciosas y parasitarias,0.0012184734172399556
Guatemala,2016,70-74,Hombre,II,Tumores,0.005025266446124095
Guatemala,2016,70-74,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.6976414411660893e-4
Guatemala,2016,70-74,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.0037943961047308106
Guatemala,2016,70-74,Hombre,IX,Enfermedades del sistema circulatorio,0.007346031906504497
Guatemala,2016,70-74,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",8.846383391950368e-4
Guatemala,2016,70-74,Hombre,X,Enfermedades del sistema respiratorio,0.0041986880280910025
Guatemala,2016,70-74,Hombre,XI,Enfermedades del sistema digestivo,0.0028952010036772786
Guatemala,2016,70-74,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,5.798367289418586e-5
Guatemala,2016,70-74,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.3656099699539367e-4
Guatemala,2016,70-74,Hombre,XIV,Enfermedades del sistema genitourinario,0.0017774608488674336
Guatemala,2016,70-74,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",4.6204224188086796e-5
Guatemala,2016,70-74,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.00389706681013067
Guatemala,2016,70-74,Hombre,XX,Causas externas de mortalidad,0.002230550952178403
Guatemala,2016,70-74,Mujer,I,Enfermedades infecciosas y parasitarias,0.0012913440796550038
Guatemala,2016,70-74,Mujer,II,Tumores,0.004437547685273901
Guatemala,2016,70-74,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.786591117031315e-4
Guatemala,2016,70-74,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.004963321561491087
Guatemala,2016,70-74,Mujer,IX,Enfermedades del sistema circulatorio,0.006024203296874082
Guatemala,2016,70-74,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",6.228149584385918e-4
Guatemala,2016,70-74,Mujer,X,Enfermedades del sistema respiratorio,0.0034486332617833307
Guatemala,2016,70-74,Mujer,XI,Enfermedades del sistema digestivo,0.0024473956393471137
Guatemala,2016,70-74,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,1.1478146786412386e-4
Guatemala,2016,70-74,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.0520428562806144e-4
Guatemala,2016,70-74,Mujer,XIV,Enfermedades del sistema genitourinario,0.0013566689556664701
Guatemala,2016,70-74,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",4.3070893789267864e-5
Guatemala,2016,70-74,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.0032229551069375083
Guatemala,2016,70-74,Mujer,XX,Causas externas de mortalidad,4.3980758777633115e-4
Guatemala,2016,75-79,Hombre,I,Enfermedades infecciosas y parasitarias,0.0021073203939359977
Guatemala,2016,75-79,Hombre,II,Tumores,0.007440813519030275
Guatemala,2016,75-79,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,3.5713205354697883e-4
Guatemala,2016,75-79,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.005120666015985362
Guatemala,2016,75-79,Hombre,IX,Enfermedades del sistema circulatorio,0.013132103094846278
Guatemala,2016,75-79,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.0013622229915018688
Guatemala,2016,75-79,Hombre,X,Enfermedades del sistema respiratorio,0.007327352326903305
Guatemala,2016,75-79,Hombre,XI,Enfermedades del sistema digestivo,0.003935425527304571
Guatemala,2016,75-79,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,1.1532900198600266e-4
Guatemala,2016,75-79,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,6.90055366323448e-5
Guatemala,2016,75-79,Hombre,XIV,Enfermedades del sistema genitourinario,0.0028708614452656158
Guatemala,2016,75-79,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3.5730291026093176e-5
Guatemala,2016,75-79,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.006114095138676446
Guatemala,2016,75-79,Hombre,XX,Causas externas de mortalidad,0.002284275786336035
Guatemala,2016,75-79,Mujer,I,Enfermedades infecciosas y parasitarias,0.0016868068580179422
Guatemala,2016,75-79,Mujer,II,Tumores,0.006705246737175171
Guatemala,2016,75-79,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,3.6659035675161916e-4
Guatemala,2016,75-79,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.007565466304812501
Guatemala,2016,75-79,Mujer,IX,Enfermedades del sistema circulatorio,0.012367081627053765
Guatemala,2016,75-79,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.001067719884202039
Guatemala,2016,75-79,Mujer,X,Enfermedades del sistema respiratorio,0.007199332533908237
Guatemala,2016,75-79,Mujer,XI,Enfermedades del sistema digestivo,0.0038532931616390128
Guatemala,2016,75-79,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,1.7539359802859705e-4
Guatemala,2016,75-79,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,3.0376910367790725e-4
Guatemala,2016,75-79,Mujer,XIV,Enfermedades del sistema genitourinario,0.0025106174781994233
Guatemala,2016,75-79,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.087000770110083e-5
Guatemala,2016,75-79,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.005993604253780791
Guatemala,2016,75-79,Mujer,XX,Causas externas de mortalidad,9.919041790299912e-4
Guatemala,2016,80-84,Hombre,I,Enfermedades infecciosas y parasitarias,0.0028778076019871377
Guatemala,2016,80-84,Hombre,II,Tumores,0.010149519228891688
Guatemala,2016,80-84,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,8.824094496680266e-4
Guatemala,2016,80-84,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.007682808334885938
Guatemala,2016,80-84,Hombre,IX,Enfermedades del sistema circulatorio,0.025266801332847526
Guatemala,2016,80-84,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.002466672487307664
Guatemala,2016,80-84,Hombre,X,Enfermedades del sistema respiratorio,0.016045443749042848
Guatemala,2016,80-84,Hombre,XI,Enfermedades del sistema digestivo,0.005119077432704816
Guatemala,2016,80-84,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,2.456754009620796e-4
Guatemala,2016,80-84,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,4.6003054218088824e-4
Guatemala,2016,80-84,Hombre,XIV,Enfermedades del sistema genitourinario,0.004802204567003583
Guatemala,2016,80-84,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",7.940580802715588e-5
Guatemala,2016,80-84,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.012389836148898251
Guatemala,2016,80-84,Hombre,XX,Causas externas de mortalidad,0.0028733093466842617
Guatemala,2016,80-84,Mujer,I,Enfermedades infecciosas y parasitarias,0.002658654816053167
Guatemala,2016,80-84,Mujer,II,Tumores,0.0070523619522079644
Guatemala,2016,80-84,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,5.026380081795445e-4
Guatemala,2016,80-84,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.009384353527946575
Guatemala,2016,80-84,Mujer,IX,Enfermedades del sistema circulatorio,0.021085844007100077
Guatemala,2016,80-84,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.001326485753653847
Guatemala,2016,80-84,Mujer,X,Enfermedades del sistema respiratorio,0.012368493932215714
Guatemala,2016,80-84,Mujer,XI,Enfermedades del sistema digestivo,0.005056874518373521
Guatemala,2016,80-84,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,2.7424518288767777e-4
Guatemala,2016,80-84,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,5.69180729351487e-4
Guatemala,2016,80-84,Mujer,XIV,Enfermedades del sistema genitourinario,0.0033938897932646187
Guatemala,2016,80-84,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.907977476588659e-5
Guatemala,2016,80-84,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.01269911968330969
Guatemala,2016,80-84,Mujer,XX,Causas externas de mortalidad,0.0015610946962906537
Guatemala,2016,85-89,Hombre,I,Enfermedades infecciosas y parasitarias,0.006724061150395053
Guatemala,2016,85-89,Hombre,II,Tumores,0.01979414103915147
Guatemala,2016,85-89,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0.0012739256338111914
Guatemala,2016,85-89,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.014856680237007697
Guatemala,2016,85-89,Hombre,IX,Enfermedades del sistema circulatorio,0.05802902900121596
Guatemala,2016,85-89,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.004727317377287979
Guatemala,2016,85-89,Hombre,X,Enfermedades del sistema respiratorio,0.03969664284422787
Guatemala,2016,85-89,Hombre,XI,Enfermedades del sistema digestivo,0.0089225933176663
Guatemala,2016,85-89,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,8.870967862577599e-4
Guatemala,2016,85-89,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,7.100368004938307e-4
Guatemala,2016,85-89,Hombre,XIV,Enfermedades del sistema genitourinario,0.01150760190810656
Guatemala,2016,85-89,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.1287655338391218e-4
Guatemala,2016,85-89,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.03635094238138207
Guatemala,2016,85-89,Hombre,XX,Causas externas de mortalidad,0.005190763777065645
Guatemala,2016,85-89,Mujer,I,Enfermedades infecciosas y parasitarias,0.004079749333657057
Guatemala,2016,85-89,Mujer,II,Tumores,0.010740171946516157
Guatemala,2016,85-89,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,9.514772111363299e-4
Guatemala,2016,85-89,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.014409548277338133
Guatemala,2016,85-89,Mujer,IX,Enfermedades del sistema circulatorio,0.043546902614332944
Guatemala,2016,85-89,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.0026791025975139286
Guatemala,2016,85-89,Mujer,X,Enfermedades del sistema respiratorio,0.025122964217878612
Guatemala,2016,85-89,Mujer,XI,Enfermedades del sistema digestivo,0.006949109504088781
Guatemala,2016,85-89,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,7.278463520292202e-4
Guatemala,2016,85-89,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,8.635235415592154e-4
Guatemala,2016,85-89,Mujer,XIV,Enfermedades del sistema genitourinario,0.004487725971428134
Guatemala,2016,85-89,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",8.361092219927263e-5
Guatemala,2016,85-89,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.024372266647676506
Guatemala,2016,85-89,Mujer,XX,Causas externas de mortalidad,0.0023745860483943807
Guatemala,2016,90-94,Hombre,I,Enfermedades infecciosas y parasitarias,0.008746568473533634
Guatemala,2016,90-94,Hombre,II,Tumores,0.030236745830165866
Guatemala,2016,90-94,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0.001948134841281039
Guatemala,2016,90-94,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.027249466131728007
Guatemala,2016,90-94,Hombre,IX,Enfermedades del sistema circulatorio,0.14255368037512944
Guatemala,2016,90-94,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.006130437996320397
Guatemala,2016,90-94,Hombre,X,Enfermedades del sistema respiratorio,0.08945660654692017
Guatemala,2016,90-94,Hombre,XI,Enfermedades del sistema digestivo,0.010496498040104269
Guatemala,2016,90-94,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,0.0014922909639127366
Guatemala,2016,90-94,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0.0021648122015113947
Guatemala,2016,90-94,Hombre,XIV,Enfermedades del sistema genitourinario,0.0187170217629995
Guatemala,2016,90-94,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.1212693974001452e-4
Guatemala,2016,90-94,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.08082297957808716
Guatemala,2016,90-94,Hombre,XX,Causas externas de mortalidad,0.00804756937904002
Guatemala,2016,90-94,Mujer,I,Enfermedades infecciosas y parasitarias,0.006756150218285504
Guatemala,2016,90-94,Mujer,II,Tumores,0.016450178109316555
Guatemala,2016,90-94,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0.0017137226689987238
Guatemala,2016,90-94,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.025801934731800175
Guatemala,2016,90-94,Mujer,IX,Enfermedades del sistema circulatorio,0.09382153793611835
Guatemala,2016,90-94,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.004393850559508072
Guatemala,2016,90-94,Mujer,X,Enfermedades del sistema respiratorio,0.057946863072009136
Guatemala,2016,90-94,Mujer,XI,Enfermedades del sistema digestivo,0.012540482572668677
Guatemala,2016,90-94,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,0.001411484103620297
Guatemala,2016,90-94,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0.002278894980884524
Guatemala,2016,90-94,Mujer,XIV,Enfermedades del sistema genitourinario,0.010221942606254118
Guatemala,2016,90-94,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3.198198095339332e-5
Guatemala,2016,90-94,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.06892070997834544
Guatemala,2016,90-94,Mujer,XX,Causas externas de mortalidad,0.00546265606686441
Guatemala,2016,95+,Hombre,I,Enfermedades infecciosas y parasitarias,0.009675529318603653
Guatemala,2016,95+,Hombre,II,Tumores,0.03877132784777395
Guatemala,2016,95+,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0.002289981333245749
Guatemala,2016,95+,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.055133278601619304
Guatemala,2016,95+,Hombre,IX,Enfermedades del sistema circulatorio,0.25368639045440317
Guatemala,2016,95+,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.007994108767376534
Guatemala,2016,95+,Hombre,X,Enfermedades del sistema respiratorio,0.18947481525822496
Guatemala,2016,95+,Hombre,XI,Enfermedades del sistema digestivo,0.014712205386760092
Guatemala,2016,95+,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,0.001344624571459508
Guatemala,2016,95+,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0.0010343089676348586
Guatemala,2016,95+,Hombre,XIV,Enfermedades del sistema genitourinario,0.022266730357446717
Guatemala,2016,95+,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.71087273584294e-4
Guatemala,2016,95+,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.19670315614343248
Guatemala,2016,95+,Hombre,XX,Causas externas de mortalidad,0.00998969868485837
Guatemala,2016,95+,Mujer,I,Enfermedades infecciosas y parasitarias,0.013606048080805374
Guatemala,2016,95+,Mujer,II,Tumores,0.01406759809252095
Guatemala,2016,95+,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,9.840161128015239e-4
Guatemala,2016,95+,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0.04624022141308871
Guatemala,2016,95+,Mujer,IX,Enfermedades del sistema circulatorio,0.25098541590062956
Guatemala,2016,95+,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0.012261994187704985
Guatemala,2016,95+,Mujer,X,Enfermedades del sistema respiratorio,0.10503466269989759
Guatemala,2016,95+,Mujer,XI,Enfermedades del sistema digestivo,0.013161207430189248
Guatemala,2016,95+,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,0.0012782685126773565
Guatemala,2016,95+,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0.0013985001561249552
Guatemala,2016,95+,Mujer,XIV,Enfermedades del sistema genitourinario,0.018591079064223883
Guatemala,2016,95+,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.2584140725645735e-4
Guatemala,2016,95+,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0.16536344296633584
Guatemala,2016,95+,Mujer,XX,Causas externas de mortalidad,0.00705519182969852
Guatemala,2017,0-4,Hombre,I,Enfermedades infecciosas y parasitarias,6.193144418936503e-4
Guatemala,2017,0-4,Hombre,II,Tumores,3.9211596552587644e-5
Guatemala,2017,0-4,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,9.076284906600732e-5
Guatemala,2017,0-4,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.8811518877657926e-4
Guatemala,2017,0-4,Hombre,IX,Enfermedades del sistema circulatorio,1.0520237081657006e-4
Guatemala,2017,0-4,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1.23890521135332e-4
Guatemala,2017,0-4,Hombre,X,Enfermedades del sistema respiratorio,0.0010980476996326695
Guatemala,2017,0-4,Hombre,XI,Enfermedades del sistema digestivo,9.4678626391235e-5
Guatemala,2017,0-4,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,3.15887502941476e-6
Guatemala,2017,0-4,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.2166415989776827e-6
Guatemala,2017,0-4,Hombre,XIV,Enfermedades del sistema genitourinario,3.530519439057572e-5
Guatemala,2017,0-4,Hombre,XVI,Afecciones originadas en el periodo perinatal,0.001802919314700883
Guatemala,2017,0-4,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",6.011050688388996e-4
Guatemala,2017,0-4,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",4.709499520065045e-4
Guatemala,2017,0-4,Hombre,XX,Causas externas de mortalidad,1.825731691375824e-4
Guatemala,2017,0-4,Mujer,I,Enfermedades infecciosas y parasitarias,5.416234297402759e-4
Guatemala,2017,0-4,Mujer,II,Tumores,4.846828892615449e-5
Guatemala,2017,0-4,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,6.154711480502673e-5
Guatemala,2017,0-4,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.6452484908856157e-4
Guatemala,2017,0-4,Mujer,IX,Enfermedades del sistema circulatorio,9.059643665591002e-5
Guatemala,2017,0-4,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1.0561872660335343e-4
Guatemala,2017,0-4,Mujer,X,Enfermedades del sistema respiratorio,9.29276662143344e-4
