pais,anio,grupo_edad,sexo,causa,causa_grupo,q_c
Costa Rica,2018,20-24,Hombre,XX,Causas externas de mortalidad,0.0012738795531401683
Costa Rica,2018,20-24,Mujer,I,Enfermedades infecciosas y parasitarias,1.7214717598035852e-5
Costa Rica,2018,20-24,Mujer,II,Tumores,7.242257835183109e-5
Costa Rica,2018,20-24,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.935576204074009e-6
Costa Rica,2018,20-24,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.6591342873915198e-5
Costa Rica,2018,20-24,Mujer,IX,Enfermedades del sistema circulatorio,6.092901907654866e-6
Costa Rica,2018,20-24,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",3.66143839087108e-5
Costa Rica,2018,20-24,Mujer,X,Enfermedades del sistema respiratorio,1.6171497093803357e-5
Costa Rica,2018,20-24,Mujer,XI,Enfermedades del sistema digestivo,6.535161288004908e-6
Costa Rica,2018,20-24,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,5.693693768134702e-6
Costa Rica,2018,20-24,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,6.591291712592541e-6
Costa Rica,2018,20-24,Mujer,XIV,Enfermedades del sistema genitourinario,1.1107417727884417e-5
Costa Rica,2018,20-24,Mujer,XV,"Embarazo, parto y puerperio",7.301482199841102e-6
Costa Rica,2018,20-24,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.5527649725313016e-5
Costa Rica,2018,20-24,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.2477780740327503e-6
Costa Rica,2018,20-24,Mujer,XX,Causas externas de mortalidad,2.1503392082960246e-4
Costa Rica,2018,25-29,Hombre,I,Enfermedades infecciosas y parasitarias,1.3439509766955044e-4
Costa Rica,2018,25-29,Hombre,II,Tumores,1.1558260444317144e-4
Costa Rica,2018,25-29,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.7960860397683746e-6
Costa Rica,2018,25-29,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.5581598402354766e-5
Costa Rica,2018,25-29,Hombre,IX,Enfermedades del sistema circulatorio,7.214625768455701e-5
Costa Rica,2018,25-29,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",5.381545079528854e-5
Costa Rica,2018,25-29,Hombre,X,Enfermedades del sistema respiratorio,2.4628755378174767e-5
Costa Rica,2018,25-29,Hombre,XI,Enfermedades del sistema digestivo,3.45810521520923e-5
Costa Rica,2018,25-29,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,6.64130643489988e-7
Costa Rica,2018,25-29,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.0911818449746586e-5
Costa Rica,2018,25-29,Hombre,XIV,Enfermedades del sistema genitourinario,1.0550664548063084e-5
Costa Rica,2018,25-29,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.9448943847692193e-5
Costa Rica,2018,25-29,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",2.0088053740873386e-5
Costa Rica,2018,25-29,Hombre,XX,Causas externas de mortalidad,0.0011918879905024888
Costa Rica,2018,25-29,Mujer,I,Enfermedades infecciosas y parasitarias,1.1841706268675514e-5
Costa Rica,2018,25-29,Mujer,II,Tumores,1.3389879174774224e-4
Costa Rica,2018,25-29,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.1329180874816868e-5
Costa Rica,2018,25-29,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",3.0961956413188e-5
Costa Rica,2018,25-29,Mujer,IX,Enfermedades del sistema circulatorio,4.5015411684559525e-5
Costa Rica,2018,25-29,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",6.0499780147917904e-5
Costa Rica,2018,25-29,Mujer,X,Enfermedades del sistema respiratorio,2.0569242762378754e-5
Costa Rica,2018,25-29,Mujer,XI,Enfermedades del sistema digestivo,4.5470976230884607e-5
Costa Rica,2018,25-29,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,6.684651804585589e-7
Costa Rica,2018,25-29,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.6135410581571292e-5
Costa Rica,2018,25-29,Mujer,XIV,Enfermedades del sistema genitourinario,1.0833030005031094e-5
Costa Rica,2018,25-29,Mujer,XV,"Embarazo, parto y puerperio",1.2238220064901462e-5
Costa Rica,2018,25-29,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.0375186987634213e-5
Costa Rica,2018,25-29,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",6.033452096360866e-6
Costa Rica,2018,25-29,Mujer,XX,Causas externas de mortalidad,2.4228637429338215e-4
Costa Rica,2018,30-34,Hombre,I,Enfermedades infecciosas y parasitarias,9.296469747730506e-5
Costa Rica,2018,30-34,Hombre,II,Tumores,1.5968396517456355e-4
Costa Rica,2018,30-34,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.5909196847425407e-5
Costa Rica,2018,30-34,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",4.930566296949076e-5
Costa Rica,2018,30-34,Hombre,IX,Enfermedades del sistema circulatorio,1.0634203071107154e-4
Costa Rica,2018,30-34,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",6.375406538043227e-5
Costa Rica,2018,30-34,Hombre,X,Enfermedades del sistema respiratorio,5.362915966158643e-5
Costa Rica,2018,30-34,Hombre,XI,Enfermedades del sistema digestivo,4.9215076481259316e-5
Costa Rica,2018,30-34,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,6.630075430359706e-7
Costa Rica,2018,30-34,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.0921794544065277e-5
Costa Rica,2018,30-34,Hombre,XIV,Enfermedades del sistema genitourinario,3.4636177544438764e-5
Costa Rica,2018,30-34,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",5.530642714934412e-6
Costa Rica,2018,30-34,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.5643053564090015e-5
Costa Rica,2018,30-34,Hombre,XX,Causas externas de mortalidad,0.0011146232552232294
Costa Rica,2018,30-34,Mujer,I,Enfermedades infecciosas y parasitarias,5.558162079938883e-5
Costa Rica,2018,30-34,Mujer,II,Tumores,1.971505509148684e-4
Costa Rica,2018,30-34,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.8892797603186222e-6
Costa Rica,2018,30-34,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.5947232969520016e-5
Costa Rica,2018,30-34,Mujer,IX,Enfermedades del sistema circulatorio,7.930753747807552e-5
Costa Rica,2018,30-34,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",4.538651573898605e-5
Costa Rica,2018,30-34,Mujer,X,Enfermedades del sistema respiratorio,5.958300260332071e-5
Costa Rica,2018,30-34,Mujer,XI,Enfermedades del sistema digestivo,4.0143485036458675e-5
Costa Rica,2018,30-34,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,6.820640820559854e-7
Costa Rica,2018,30-34,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.5895131123983497e-5
Costa Rica,2018,30-34,Mujer,XIV,Enfermedades del sistema genitourinario,3.0353120724161393e-5
Costa Rica,2018,30-34,Mujer,XV,"Embarazo, parto y puerperio",4.6739477980544975e-6
Costa Rica,2018,30-34,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",5.5613885822030856e-6
Costa Rica,2018,30-34,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",6.089549168919935e-6
Costa Rica,2018,30-34,Mujer,XX,Causas externas de mortalidad,1.3397226892100647e-4
Costa Rica,2018,35-39,Hombre,I,Enfermedades infecciosas y parasitarias,1.4672741075612682e-4
Costa Rica,2018,35-39,Hombre,II,Tumores,2.0687835614649876e-4
Costa Rica,2018,35-39,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,3.34857965165257e-5
Costa Rica,2018,35-39,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",3.390571293587701e-5
Costa Rica,2018,35-39,Hombre,IX,Enfermedades del sistema circulatorio,2.3878007463077217e-4
Costa Rica,2018,35-39,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",7.714536234942436e-5
Costa Rica,2018,35-39,Hombre,X,Enfermedades del sistema respiratorio,6.041028977925977e-5
Costa Rica,2018,35-39,Hombre,XI,Enfermedades del sistema digestivo,1.0928215983370526e-4
Costa Rica,2018,35-39,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,6.092537411183873e-6
Costa Rica,2018,35-39,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1.6367043232755973e-6
Costa Rica,2018,35-39,Hombre,XIV,Enfermedades del sistema genitourinario,5.4709424987095836e-5
Costa Rica,2018,35-39,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.1493309623554685e-5
Costa Rica,2018,35-39,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",3.367651652414421e-5
Costa Rica,2018,35-39,Hombre,XX,Causas externas de mortalidad,9.125402042469261e-4
Costa Rica,2018,35-39,Mujer,I,Enfermedades infecciosas y parasitarias,3.4051564231265845e-5
Costa Rica,2018,35-39,Mujer,II,Tumores,2.943062586906208e-4
Costa Rica,2018,35-39,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,7.142983262774728e-6
Costa Rica,2018,35-39,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",5.4832779694959874e-5
Costa Rica,2018,35-39,Mujer,IX,Enfermedades del sistema circulatorio,1.2356944350335215e-4
Costa Rica,2018,35-39,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",4.4171581078510905e-5
Costa Rica,2018,35-39,Mujer,X,Enfermedades del sistema respiratorio,1.714293482746531e-5
Costa Rica,2018,35-39,Mujer,XI,Enfermedades del sistema digestivo,6.0009857124871845e-5
Costa Rica,2018,35-39,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,7.357090759433784e-7
Costa Rica,2018,35-39,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.8062088242235384e-5
Costa Rica,2018,35-39,Mujer,XIV,Enfermedades del sistema genitourinario,2.7730733169712872e-5
Costa Rica,2018,35-39,Mujer,XV,"Embarazo, parto y puerperio",1.275750617316777e-5
Costa Rica,2018,35-39,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",9.907835702468172e-7
Costa Rica,2018,35-39,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.1978797524283397e-5
Costa Rica,2018,35-39,Mujer,XX,Causas externas de mortalidad,1.7347844354240595e-4
Costa Rica,2018,40-44,Hombre,I,Enfermedades infecciosas y parasitarias,1.5784985956446564e-4
Costa Rica,2018,40-44,Hombre,II,Tumores,3.025140595523109e-4
Costa Rica,2018,40-44,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,8.371648702843016e-6
Costa Rica,2018,40-44,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",8.95068425895634e-5
Costa Rica,2018,40-44,Hombre,IX,Enfermedades del sistema circulatorio,3.9607218058980507e-4
Costa Rica,2018,40-44,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1.0846430900480454e-4
Costa Rica,2018,40-44,Hombre,X,Enfermedades del sistema respiratorio,7.035762609786011e-5
Costa Rica,2018,40-44,Hombre,XI,Enfermedades del sistema digestivo,1.959621587512519e-4
Costa Rica,2018,40-44,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,7.079099638988456e-6
Costa Rica,2018,40-44,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,8.240153724273314e-6
Costa Rica,2018,40-44,Hombre,XIV,Enfermedades del sistema genitourinario,9.532614062114112e-5
Costa Rica,2018,40-44,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.1977135604387627e-6
Costa Rica,2018,40-44,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",2.6687691189320772e-5
Costa Rica,2018,40-44,Hombre,XX,Causas externas de mortalidad,9.23557004037297e-4
Costa Rica,2018,40-44,Mujer,I,Enfermedades infecciosas y parasitarias,3.803375536244276e-5
Costa Rica,2018,40-44,Mujer,II,Tumores,4.4839264645340224e-4
Costa Rica,2018,40-44,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.2757068736018994e-6
Costa Rica,2018,40-44,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",8.498694739437622e-5
Costa Rica,2018,40-44,Mujer,IX,Enfermedades del sistema circulatorio,2.0402889786352447e-4
Costa Rica,2018,40-44,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",5.5425782577962934e-5
Costa Rica,2018,40-44,Mujer,X,Enfermedades del sistema respiratorio,1.9302800916611507e-5
Costa Rica,2018,40-44,Mujer,XI,Enfermedades del sistema digestivo,9.694046336182996e-5
Costa Rica,2018,40-44,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,1.2599723195997444e-5
Costa Rica,2018,40-44,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.542240399400943e-5
Costa Rica,2018,40-44,Mujer,XIV,Enfermedades del sistema genitourinario,4.9089037918772055e-5
Costa Rica,2018,40-44,Mujer,XV,"Embarazo, parto y puerperio",7.875195351729703e-6
Costa Rica,2018,40-44,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1.0797718049977006e-6
Costa Rica,2018,40-44,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",7.387405167716795e-6
Costa Rica,2018,40-44,Mujer,XX,Causas externas de mortalidad,2.0536125333053663e-4
Costa Rica,2018,45-49,Hombre,I,Enfermedades infecciosas y parasitarias,1.8690479160779613e-4
Costa Rica,2018,45-49,Hombre,II,Tumores,4.88450650424279e-4
Costa Rica,2018,45-49,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.580727822488247e-5
Costa Rica,2018,45-49,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",1.0485620344001412e-4
Costa Rica,2018,45-49,Hombre,IX,Enfermedades del sistema circulatorio,5.577246749457676e-4
Costa Rica,2018,45-49,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1.4597356710326087e-4
Costa Rica,2018,45-49,Hombre,X,Enfermedades del sistema respiratorio,1.3152866514845802e-4
Costa Rica,2018,45-49,Hombre,XI,Enfermedades del sistema digestivo,4.128285855328671e-4
Costa Rica,2018,45-49,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,7.695069748283099e-6
Costa Rica,2018,45-49,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,8.707387091248883e-6
Costa Rica,2018,45-49,Hombre,XIV,Enfermedades del sistema genitourinario,1.5244719275238924e-4
Costa Rica,2018,45-49,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",7.89197686050259e-6
Costa Rica,2018,45-49,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",2.231567216158529e-5
Costa Rica,2018,45-49,Hombre,XX,Causas externas de mortalidad,9.409077814958771e-4
Costa Rica,2018,45-49,Mujer,I,Enfermedades infecciosas y parasitarias,3.461492788098955e-5
Costa Rica,2018,45-49,Mujer,II,Tumores,8.031427249271921e-4
Costa Rica,2018,45-49,Mujer,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1.4766254761388384e-5
Costa Rica,2018,45-49,Mujer,IV,"Enfermedades endocrinas, nutricionales y metabólicas",9.712860725871018e-5
Costa Rica,2018,45-49,Mujer,IX,Enfermedades del sistema circulatorio,2.759047211850977e-4
Costa Rica,2018,45-49,Mujer,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",5.930732101320323e-5
Costa Rica,2018,45-49,Mujer,X,Enfermedades del sistema respiratorio,1.0312806297996915e-4
Costa Rica,2018,45-49,Mujer,XI,Enfermedades del sistema digestivo,8.445424296713921e-5
Costa Rica,2018,45-49,Mujer,XII,Enfermedades de la piel y del tejido subcutáneo,8.539782634291488e-7
Costa Rica,2018,45-49,Mujer,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2.7117979174978317e-5
Costa Rica,2018,45-49,Mujer,XIV,Enfermedades del sistema genitourinario,3.286635027631843e-5
Costa Rica,2018,45-49,Mujer,XV,"Embarazo, parto y puerperio",5.283416845963017e-6
Costa Rica,2018,45-49,Mujer,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",7.306142090127353e-6
Costa Rica,2018,45-49,Mujer,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",3.3457076216439425e-5
Costa Rica,2018,45-49,Mujer,XX,Causas externas de mortalidad,2.3859510312522684e-4
Costa Rica,2018,5-9,Hombre,I,Enfermedades infecciosas y parasitarias,2.422228474048698e-6
Costa Rica,2018,5-9,Hombre,II,Tumores,6.175018028774817e-5
Costa Rica,2018,5-9,Hombre,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2.095727758347373e-6
Costa Rica,2018,5-9,Hombre,IV,"Enfermedades endocrinas, nutricionales y metabólicas",6.928771418131919e-6
Costa Rica,2018,5-9,Hombre,IX,Enfermedades del sistema circulatorio,1.187932107086433e-6
Costa Rica,2018,5-9,Hombre,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",1.2335759977867394e-5
Costa Rica,2018,5-9,Hombre,X,Enfermedades del sistema respiratorio,1.109434890638557e-6
Costa Rica,2018,5-9,Hombre,XI,Enfermedades del sistema digestivo,1.5533874654579704e-6
Costa Rica,2018,5-9,Hombre,XII,Enfermedades de la piel y del tejido subcutáneo,7.651077321753674e-7
Costa Rica,2018,5-9,Hombre,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,7.115226837970144e-6
Costa Rica,2018,5-9,Hombre,XIV,Enfermedades del sistema genitourinario,6.533390305611152e-6
Costa Rica,2018,5-9,Hombre,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2.755492801681471e-5
Costa Rica,2018,5-9,Hombre,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",1.3201723399772272e-6
