anio,sexo,pais,grupo_edad,causa,causa_grupo,muertes,exposicion,mu_c,mu_total,q_c
2015,Hombre,Belice,45-49,XIV,Enfermedades del sistema genitourinario,1,8675,1.1527377521613833e-4,0.007262247838616715,1.1485621327787775e-4
2015,Hombre,Belice,45-49,XV,"Embarazo, parto y puerperio",0,8675,0,0.007262247838616715,0
2015,Hombre,Belice,45-49,XVI,Afecciones originadas en el periodo perinatal,0,8675,0,0.007262247838616715,0
2015,Hombre,Belice,45-49,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,8675,0,0.007262247838616715,0
2015,Hombre,Belice,45-49,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,8675,0,0.007262247838616715,0
2015,Hombre,Belice,45-49,XX,Causas externas de mortalidad,18,8675,0.00207492795389049,0.007262247838616715,0.0020674118390018
2015,Hombre,Belice,5-9,I,Enfermedades infecciosas y parasitarias,1,19202,5.207790855119258e-5,4.6870117696073325e-4,5.2065705969211384e-5
2015,Hombre,Belice,5-9,II,Tumores,1,19202,5.207790855119258e-5,4.6870117696073325e-4,5.2065705969211384e-5
2015,Hombre,Belice,5-9,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,19202,0,4.6870117696073325e-4,0
2015,Hombre,Belice,5-9,IV,"Enfermedades endocrinas, nutricionales y metabólicas",0,19202,0,4.6870117696073325e-4,0
2015,Hombre,Belice,5-9,IX,Enfermedades del sistema circulatorio,0,19202,0,4.6870117696073325e-4,0
2015,Hombre,Belice,5-9,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0,19202,0,4.6870117696073325e-4,0
2015,Hombre,Belice,5-9,X,Enfermedades del sistema respiratorio,1,19202,5.207790855119258e-5,4.6870117696073325e-4,5.2065705969211384e-5
2015,Hombre,Belice,5-9,XI,Enfermedades del sistema digestivo,2,19202,1.0415581710238516e-4,4.6870117696073325e-4,1.0413141193842277e-4
2015,Hombre,Belice,5-9,XII,Enfermedades de la piel y del tejido subcutáneo,0,19202,0,4.6870117696073325e-4,0
2015,Hombre,Belice,5-9,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,19202,0,4.6870117696073325e-4,0
2015,Hombre,Belice,5-9,XIV,Enfermedades del sistema genitourinario,1,19202,5.207790855119258e-5,4.6870117696073325e-4,5.2065705969211384e-5
2015,Hombre,Belice,5-9,XV,"Embarazo, parto y puerperio",0,19202,0,4.6870117696073325e-4,0
2015,Hombre,Belice,5-9,XVI,Afecciones originadas en el periodo perinatal,0,19202,0,4.6870117696073325e-4,0
2015,Hombre,Belice,5-9,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1,19202,5.207790855119258e-5,4.6870117696073325e-4,5.2065705969211384e-5
2015,Hombre,Belice,5-9,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",0,19202,0,4.6870117696073325e-4,0
2015,Hombre,Belice,5-9,XX,Causas externas de mortalidad,2,19202,1.0415581710238516e-4,4.6870117696073325e-4,1.0413141193842277e-4
2015,Hombre,Belice,50-54,I,Enfermedades infecciosas y parasitarias,9,7355,0.0012236573759347384,0.008973487423521415,0.001218183524313859
2015,Hombre,Belice,50-54,II,Tumores,10,7355,0.0013596193065941536,0.008973487423521415,0.001353537249237621
2015,Hombre,Belice,50-54,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1,7355,1.3596193065941537e-4,0.008973487423521415,1.353537249237621e-4
2015,Hombre,Belice,50-54,IV,"Enfermedades endocrinas, nutricionales y metabólicas",6,7355,8.157715839564922e-4,0.008973487423521415,8.121223495425725e-4
2015,Hombre,Belice,50-54,IX,Enfermedades del sistema circulatorio,8,7355,0.001087695445275323,0.008973487423521415,0.0010828297993900969
2015,Hombre,Belice,50-54,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",0,7355,0,0.008973487423521415,0
2015,Hombre,Belice,50-54,X,Enfermedades del sistema respiratorio,7,7355,9.517335146159076e-4,0.008973487423521415,9.474760744663347e-4
2015,Hombre,Belice,50-54,XI,Enfermedades del sistema digestivo,10,7355,0.0013596193065941536,0.008973487423521415,0.001353537249237621
2015,Hombre,Belice,50-54,XII,Enfermedades de la piel y del tejido subcutáneo,0,7355,0,0.008973487423521415,0
2015,Hombre,Belice,50-54,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,7355,0,0.008973487423521415,0
2015,Hombre,Belice,50-54,XIV,Enfermedades del sistema genitourinario,0,7355,0,0.008973487423521415,0
2015,Hombre,Belice,50-54,XV,"Embarazo, parto y puerperio",0,7355,0,0.008973487423521415,0
2015,Hombre,Belice,50-54,XVI,Afecciones originadas en el periodo perinatal,0,7355,0,0.008973487423521415,0
2015,Hombre,Belice,50-54,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,7355,0,0.008973487423521415,0
2015,Hombre,Belice,50-54,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",2,7355,2.7192386131883074e-4,0.008973487423521415,2.707074498475242e-4
2015,Hombre,Belice,50-54,XX,Causas externas de mortalidad,13,7355,0.0017675050985723998,0.008973487423521415,0.0017595984240089072
2015,Hombre,Belice,55-59,I,Enfermedades infecciosas y parasitarias,6,5618,0.001067995728017088,0.015663937344250624,0.0010596747221575007
2015,Hombre,Belice,55-59,II,Tumores,18,5618,0.003203987184051264,0.015663937344250624,0.003179024166472503
2015,Hombre,Belice,55-59,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,0,5618,0,0.015663937344250624,0
2015,Hombre,Belice,55-59,IV,"Enfermedades endocrinas, nutricionales y metabólicas",12,5618,0.002135991456034176,0.015663937344250624,0.0021193494443150014
2015,Hombre,Belice,55-59,IX,Enfermedades del sistema circulatorio,19,5618,0.003381986472054112,0.015663937344250624,0.0033556366201654194
2015,Hombre,Belice,55-59,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",5,5618,8.8999644001424e-4,0.015663937344250624,8.83062268464584e-4
2015,Hombre,Belice,55-59,X,Enfermedades del sistema respiratorio,9,5618,0.001601993592025632,0.015663937344250624,0.0015895120832362514
2015,Hombre,Belice,55-59,XI,Enfermedades del sistema digestivo,7,5618,0.001245995016019936,0.015663937344250624,0.0012362871758504175
2015,Hombre,Belice,55-59,XII,Enfermedades de la piel y del tejido subcutáneo,0,5618,0,0.015663937344250624,0
2015,Hombre,Belice,55-59,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,5618,0,0.015663937344250624,0
2015,Hombre,Belice,55-59,XIV,Enfermedades del sistema genitourinario,1,5618,1.77999288002848e-4,0.015663937344250624,1.766124536929168e-4
2015,Hombre,Belice,55-59,XV,"Embarazo, parto y puerperio",0,5618,0,0.015663937344250624,0
2015,Hombre,Belice,55-59,XVI,Afecciones originadas en el periodo perinatal,0,5618,0,0.015663937344250624,0
2015,Hombre,Belice,55-59,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1,5618,1.77999288002848e-4,0.015663937344250624,1.766124536929168e-4
