anio,sexo,pais,grupo_edad,causa,causa_grupo,muertes,exposicion
2018,Mujer,El Salvador,50-54,IV,"Enfermedades endocrinas, nutricionales y metabólicas",69,163844
2018,Mujer,El Salvador,50-54,IX,Enfermedades del sistema circulatorio,136,163844
2018,Mujer,El Salvador,50-54,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",9,163844
2018,Mujer,El Salvador,50-54,X,Enfermedades del sistema respiratorio,48,163844
2018,Mujer,El Salvador,50-54,XI,Enfermedades del sistema digestivo,49,163844
2018,Mujer,El Salvador,50-54,XII,Enfermedades de la piel y del tejido subcutáneo,5,163844
2018,Mujer,El Salvador,50-54,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2,163844
2018,Mujer,El Salvador,50-54,XIV,Enfermedades del sistema genitourinario,78,163844
2018,Mujer,El Salvador,50-54,XV,"Embarazo, parto y puerperio",0,163844
2018,Mujer,El Salvador,50-54,XVI,Afecciones originadas en el periodo perinatal,0,163844
2018,Mujer,El Salvador,50-54,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",0,163844
2018,Mujer,El Salvador,50-54,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",86,163844
2018,Mujer,El Salvador,50-54,XX,Causas externas de mortalidad,50,163844
2018,Mujer,El Salvador,55-59,I,Enfermedades infecciosas y parasitarias,34,137232
2018,Mujer,El Salvador,55-59,II,Tumores,162,137232
2018,Mujer,El Salvador,55-59,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,8,137232
2018,Mujer,El Salvador,55-59,IV,"Enfermedades endocrinas, nutricionales y metabólicas",94,137232
2018,Mujer,El Salvador,55-59,IX,Enfermedades del sistema circulatorio,198,137232
2018,Mujer,El Salvador,55-59,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",11,137232
2018,Mujer,El Salvador,55-59,X,Enfermedades del sistema respiratorio,72,137232
2018,Mujer,El Salvador,55-59,XI,Enfermedades del sistema digestivo,71,137232
2018,Mujer,El Salvador,55-59,XII,Enfermedades de la piel y del tejido subcutáneo,3,137232
2018,Mujer,El Salvador,55-59,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2,137232
2018,Mujer,El Salvador,55-59,XIV,Enfermedades del sistema genitourinario,85,137232
2018,Mujer,El Salvador,55-59,XV,"Embarazo, parto y puerperio",0,137232
2018,Mujer,El Salvador,55-59,XVI,Afecciones originadas en el periodo perinatal,0,137232
2018,Mujer,El Salvador,55-59,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3,137232
2018,Mujer,El Salvador,55-59,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",118,137232
2018,Mujer,El Salvador,55-59,XX,Causas externas de mortalidad,41,137232
2018,Mujer,El Salvador,60-64,I,Enfermedades infecciosas y parasitarias,63,112689
2018,Mujer,El Salvador,60-64,II,Tumores,194,112689
2018,Mujer,El Salvador,60-64,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,1,112689
2018,Mujer,El Salvador,60-64,IV,"Enfermedades endocrinas, nutricionales y metabólicas",124,112689
2018,Mujer,El Salvador,60-64,IX,Enfermedades del sistema circulatorio,245,112689
2018,Mujer,El Salvador,60-64,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",13,112689
2018,Mujer,El Salvador,60-64,X,Enfermedades del sistema respiratorio,79,112689
2018,Mujer,El Salvador,60-64,XI,Enfermedades del sistema digestivo,85,112689
2018,Mujer,El Salvador,60-64,XII,Enfermedades de la piel y del tejido subcutáneo,4,112689
2018,Mujer,El Salvador,60-64,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,3,112689
2018,Mujer,El Salvador,60-64,XIV,Enfermedades del sistema genitourinario,125,112689
2018,Mujer,El Salvador,60-64,XV,"Embarazo, parto y puerperio",0,112689
2018,Mujer,El Salvador,60-64,XVI,Afecciones originadas en el periodo perinatal,0,112689
2018,Mujer,El Salvador,60-64,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1,112689
2018,Mujer,El Salvador,60-64,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",160,112689
2018,Mujer,El Salvador,60-64,XX,Causas externas de mortalidad,49,112689
2018,Mujer,El Salvador,65-69,I,Enfermedades infecciosas y parasitarias,57,92939
2018,Mujer,El Salvador,65-69,II,Tumores,185,92939
2018,Mujer,El Salvador,65-69,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,3,92939
2018,Mujer,El Salvador,65-69,IV,"Enfermedades endocrinas, nutricionales y metabólicas",121,92939
2018,Mujer,El Salvador,65-69,IX,Enfermedades del sistema circulatorio,329,92939
2018,Mujer,El Salvador,65-69,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",17,92939
2018,Mujer,El Salvador,65-69,X,Enfermedades del sistema respiratorio,113,92939
2018,Mujer,El Salvador,65-69,XI,Enfermedades del sistema digestivo,92,92939
2018,Mujer,El Salvador,65-69,XII,Enfermedades de la piel y del tejido subcutáneo,5,92939
2018,Mujer,El Salvador,65-69,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,5,92939
2018,Mujer,El Salvador,65-69,XIV,Enfermedades del sistema genitourinario,136,92939
2018,Mujer,El Salvador,65-69,XV,"Embarazo, parto y puerperio",0,92939
2018,Mujer,El Salvador,65-69,XVI,Afecciones originadas en el periodo perinatal,0,92939
2018,Mujer,El Salvador,65-69,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1,92939
2018,Mujer,El Salvador,65-69,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",191,92939
2018,Mujer,El Salvador,65-69,XX,Causas externas de mortalidad,48,92939
2018,Mujer,El Salvador,70-74,I,Enfermedades infecciosas y parasitarias,58,72022
2018,Mujer,El Salvador,70-74,II,Tumores,213,72022
2018,Mujer,El Salvador,70-74,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,8,72022
2018,Mujer,El Salvador,70-74,IV,"Enfermedades endocrinas, nutricionales y metabólicas",129,72022
2018,Mujer,El Salvador,70-74,IX,Enfermedades del sistema circulatorio,326,72022
2018,Mujer,El Salvador,70-74,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",16,72022
2018,Mujer,El Salvador,70-74,X,Enfermedades del sistema respiratorio,124,72022
2018,Mujer,El Salvador,70-74,XI,Enfermedades del sistema digestivo,104,72022
2018,Mujer,El Salvador,70-74,XII,Enfermedades de la piel y del tejido subcutáneo,5,72022
2018,Mujer,El Salvador,70-74,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,4,72022
2018,Mujer,El Salvador,70-74,XIV,Enfermedades del sistema genitourinario,116,72022
2018,Mujer,El Salvador,70-74,XV,"Embarazo, parto y puerperio",0,72022
2018,Mujer,El Salvador,70-74,XVI,Afecciones originadas en el periodo perinatal,0,72022
2018,Mujer,El Salvador,70-74,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3,72022
2018,Mujer,El Salvador,70-74,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",309,72022
2018,Mujer,El Salvador,70-74,XX,Causas externas de mortalidad,46,72022
2018,Mujer,El Salvador,75-79,I,Enfermedades infecciosas y parasitarias,69,54725
2018,Mujer,El Salvador,75-79,II,Tumores,201,54725
2018,Mujer,El Salvador,75-79,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,7,54725
2018,Mujer,El Salvador,75-79,IV,"Enfermedades endocrinas, nutricionales y metabólicas",138,54725
2018,Mujer,El Salvador,75-79,IX,Enfermedades del sistema circulatorio,486,54725
2018,Mujer,El Salvador,75-79,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",30,54725
2018,Mujer,El Salvador,75-79,X,Enfermedades del sistema respiratorio,160,54725
2018,Mujer,El Salvador,75-79,XI,Enfermedades del sistema digestivo,112,54725
2018,Mujer,El Salvador,75-79,XII,Enfermedades de la piel y del tejido subcutáneo,13,54725
2018,Mujer,El Salvador,75-79,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2,54725
2018,Mujer,El Salvador,75-79,XIV,Enfermedades del sistema genitourinario,115,54725
2018,Mujer,El Salvador,75-79,XV,"Embarazo, parto y puerperio",0,54725
2018,Mujer,El Salvador,75-79,XVI,Afecciones originadas en el periodo perinatal,0,54725
2018,Mujer,El Salvador,75-79,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1,54725
2018,Mujer,El Salvador,75-79,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",387,54725
2018,Mujer,El Salvador,75-79,XX,Causas externas de mortalidad,62,54725
2018,Mujer,El Salvador,80-84,I,Enfermedades infecciosas y parasitarias,67,33722
2018,Mujer,El Salvador,80-84,II,Tumores,189,33722
2018,Mujer,El Salvador,80-84,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,7,33722
2018,Mujer,El Salvador,80-84,IV,"Enfermedades endocrinas, nutricionales y metabólicas",147,33722
2018,Mujer,El Salvador,80-84,IX,Enfermedades del sistema circulatorio,566,33722
2018,Mujer,El Salvador,80-84,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",27,33722
2018,Mujer,El Salvador,80-84,X,Enfermedades del sistema respiratorio,202,33722
2018,Mujer,El Salvador,80-84,XI,Enfermedades del sistema digestivo,82,33722
2018,Mujer,El Salvador,80-84,XII,Enfermedades de la piel y del tejido subcutáneo,11,33722
2018,Mujer,El Salvador,80-84,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,8,33722
2018,Mujer,El Salvador,80-84,XIV,Enfermedades del sistema genitourinario,120,33722
2018,Mujer,El Salvador,80-84,XV,"Embarazo, parto y puerperio",0,33722
2018,Mujer,El Salvador,80-84,XVI,Afecciones originadas en el periodo perinatal,0,33722
2018,Mujer,El Salvador,80-84,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2,33722
2018,Mujer,El Salvador,80-84,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",468,33722
2018,Mujer,El Salvador,80-84,XX,Causas externas de mortalidad,56,33722
2018,Mujer,El Salvador,85-89,I,Enfermedades infecciosas y parasitarias,53,16881
2018,Mujer,El Salvador,85-89,II,Tumores,180,16881
2018,Mujer,El Salvador,85-89,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,3,16881
2018,Mujer,El Salvador,85-89,IV,"Enfermedades endocrinas, nutricionales y metabólicas",89,16881
2018,Mujer,El Salvador,85-89,IX,Enfermedades del sistema circulatorio,604,16881
2018,Mujer,El Salvador,85-89,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",26,16881
2018,Mujer,El Salvador,85-89,X,Enfermedades del sistema respiratorio,183,16881
2018,Mujer,El Salvador,85-89,XI,Enfermedades del sistema digestivo,71,16881
2018,Mujer,El Salvador,85-89,XII,Enfermedades de la piel y del tejido subcutáneo,5,16881
2018,Mujer,El Salvador,85-89,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,9,16881
2018,Mujer,El Salvador,85-89,XIV,Enfermedades del sistema genitourinario,108,16881
2018,Mujer,El Salvador,85-89,XV,"Embarazo, parto y puerperio",0,16881
2018,Mujer,El Salvador,85-89,XVI,Afecciones originadas en el periodo perinatal,0,16881
2018,Mujer,El Salvador,85-89,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3,16881
2018,Mujer,El Salvador,85-89,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",529,16881
2018,Mujer,El Salvador,85-89,XX,Causas externas de mortalidad,51,16881
2018,Mujer,El Salvador,90-94,I,Enfermedades infecciosas y parasitarias,44,5027
2018,Mujer,El Salvador,90-94,II,Tumores,74,5027
2018,Mujer,El Salvador,90-94,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,4,5027
2018,Mujer,El Salvador,90-94,IV,"Enfermedades endocrinas, nutricionales y metabólicas",63,5027
2018,Mujer,El Salvador,90-94,IX,Enfermedades del sistema circulatorio,430,5027
2018,Mujer,El Salvador,90-94,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",18,5027
2018,Mujer,El Salvador,90-94,X,Enfermedades del sistema respiratorio,160,5027
2018,Mujer,El Salvador,90-94,XI,Enfermedades del sistema digestivo,54,5027
2018,Mujer,El Salvador,90-94,XII,Enfermedades de la piel y del tejido subcutáneo,11,5027
2018,Mujer,El Salvador,90-94,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,5,5027
2018,Mujer,El Salvador,90-94,XIV,Enfermedades del sistema genitourinario,57,5027
2018,Mujer,El Salvador,90-94,XV,"Embarazo, parto y puerperio",0,5027
2018,Mujer,El Salvador,90-94,XVI,Afecciones originadas en el periodo perinatal,0,5027
2018,Mujer,El Salvador,90-94,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",2,5027
2018,Mujer,El Salvador,90-94,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",474,5027
2018,Mujer,El Salvador,90-94,XX,Causas externas de mortalidad,27,5027
2018,Mujer,El Salvador,95+,I,Enfermedades infecciosas y parasitarias,25,1082
2018,Mujer,El Salvador,95+,II,Tumores,37,1082
2018,Mujer,El Salvador,95+,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,2,1082
2018,Mujer,El Salvador,95+,IV,"Enfermedades endocrinas, nutricionales y metabólicas",19,1082
2018,Mujer,El Salvador,95+,IX,Enfermedades del sistema circulatorio,230,1082
2018,Mujer,El Salvador,95+,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",9,1082
2018,Mujer,El Salvador,95+,X,Enfermedades del sistema respiratorio,65,1082
2018,Mujer,El Salvador,95+,XI,Enfermedades del sistema digestivo,24,1082
2018,Mujer,El Salvador,95+,XII,Enfermedades de la piel y del tejido subcutáneo,6,1082
2018,Mujer,El Salvador,95+,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,2,1082
2018,Mujer,El Salvador,95+,XIV,Enfermedades del sistema genitourinario,14,1082
2018,Mujer,El Salvador,95+,XV,"Embarazo, parto y puerperio",0,1082
2018,Mujer,El Salvador,95+,XVI,Afecciones originadas en el periodo perinatal,0,1082
2018,Mujer,El Salvador,95+,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",1,1082
2018,Mujer,El Salvador,95+,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",229,1082
2018,Mujer,El Salvador,95+,XX,Causas externas de mortalidad,13,1082
2015,Hombre,Guatemala,0-4,I,Enfermedades infecciosas y parasitarias,698,1009223
2015,Hombre,Guatemala,0-4,II,Tumores,46,1009223
2015,Hombre,Guatemala,0-4,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,98,1009223
2015,Hombre,Guatemala,0-4,IV,"Enfermedades endocrinas, nutricionales y metabólicas",216,1009223
2015,Hombre,Guatemala,0-4,IX,Enfermedades del sistema circulatorio,93,1009223
2015,Hombre,Guatemala,0-4,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",141,1009223
2015,Hombre,Guatemala,0-4,X,Enfermedades del sistema respiratorio,1323,1009223
2015,Hombre,Guatemala,0-4,XI,Enfermedades del sistema digestivo,124,1009223
2015,Hombre,Guatemala,0-4,XII,Enfermedades de la piel y del tejido subcutáneo,8,1009223
2015,Hombre,Guatemala,0-4,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,7,1009223
2015,Hombre,Guatemala,0-4,XIV,Enfermedades del sistema genitourinario,49,1009223
2015,Hombre,Guatemala,0-4,XV,"Embarazo, parto y puerperio",0,1009223
2015,Hombre,Guatemala,0-4,XVI,Afecciones originadas en el periodo perinatal,1822,1009223
2015,Hombre,Guatemala,0-4,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",624,1009223
2015,Hombre,Guatemala,0-4,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",474,1009223
2015,Hombre,Guatemala,0-4,XX,Causas externas de mortalidad,197,1009223
2015,Hombre,Guatemala,10-14,I,Enfermedades infecciosas y parasitarias,46,966764
2015,Hombre,Guatemala,10-14,II,Tumores,42,966764
2015,Hombre,Guatemala,10-14,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,12,966764
2015,Hombre,Guatemala,10-14,IV,"Enfermedades endocrinas, nutricionales y metabólicas",8,966764
2015,Hombre,Guatemala,10-14,IX,Enfermedades del sistema circulatorio,15,966764
2015,Hombre,Guatemala,10-14,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",27,966764
2015,Hombre,Guatemala,10-14,X,Enfermedades del sistema respiratorio,50,966764
2015,Hombre,Guatemala,10-14,XI,Enfermedades del sistema digestivo,19,966764
2015,Hombre,Guatemala,10-14,XII,Enfermedades de la piel y del tejido subcutáneo,2,966764
2015,Hombre,Guatemala,10-14,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,3,966764
2015,Hombre,Guatemala,10-14,XIV,Enfermedades del sistema genitourinario,17,966764
2015,Hombre,Guatemala,10-14,XV,"Embarazo, parto y puerperio",0,966764
2015,Hombre,Guatemala,10-14,XVI,Afecciones originadas en el periodo perinatal,0,966764
2015,Hombre,Guatemala,10-14,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",11,966764
2015,Hombre,Guatemala,10-14,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",43,966764
2015,Hombre,Guatemala,10-14,XX,Causas externas de mortalidad,214,966764
2015,Hombre,Guatemala,15-19,I,Enfermedades infecciosas y parasitarias,49,922523
2015,Hombre,Guatemala,15-19,II,Tumores,67,922523
2015,Hombre,Guatemala,15-19,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,19,922523
2015,Hombre,Guatemala,15-19,IV,"Enfermedades endocrinas, nutricionales y metabólicas",16,922523
2015,Hombre,Guatemala,15-19,IX,Enfermedades del sistema circulatorio,47,922523
2015,Hombre,Guatemala,15-19,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",40,922523
2015,Hombre,Guatemala,15-19,X,Enfermedades del sistema respiratorio,57,922523
2015,Hombre,Guatemala,15-19,XI,Enfermedades del sistema digestivo,42,922523
2015,Hombre,Guatemala,15-19,XII,Enfermedades de la piel y del tejido subcutáneo,7,922523
2015,Hombre,Guatemala,15-19,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1,922523
2015,Hombre,Guatemala,15-19,XIV,Enfermedades del sistema genitourinario,30,922523
2015,Hombre,Guatemala,15-19,XV,"Embarazo, parto y puerperio",0,922523
2015,Hombre,Guatemala,15-19,XVI,Afecciones originadas en el periodo perinatal,0,922523
2015,Hombre,Guatemala,15-19,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",16,922523
2015,Hombre,Guatemala,15-19,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",70,922523
2015,Hombre,Guatemala,15-19,XX,Causas externas de mortalidad,1131,922523
2015,Hombre,Guatemala,20-24,I,Enfermedades infecciosas y parasitarias,74,828090
2015,Hombre,Guatemala,20-24,II,Tumores,64,828090
2015,Hombre,Guatemala,20-24,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,10,828090
2015,Hombre,Guatemala,20-24,IV,"Enfermedades endocrinas, nutricionales y metabólicas",17,828090
2015,Hombre,Guatemala,20-24,IX,Enfermedades del sistema circulatorio,69,828090
2015,Hombre,Guatemala,20-24,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",62,828090
2015,Hombre,Guatemala,20-24,X,Enfermedades del sistema respiratorio,77,828090
2015,Hombre,Guatemala,20-24,XI,Enfermedades del sistema digestivo,74,828090
2015,Hombre,Guatemala,20-24,XII,Enfermedades de la piel y del tejido subcutáneo,2,828090
2015,Hombre,Guatemala,20-24,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,5,828090
2015,Hombre,Guatemala,20-24,XIV,Enfermedades del sistema genitourinario,35,828090
2015,Hombre,Guatemala,20-24,XV,"Embarazo, parto y puerperio",0,828090
2015,Hombre,Guatemala,20-24,XVI,Afecciones originadas en el periodo perinatal,0,828090
2015,Hombre,Guatemala,20-24,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",6,828090
2015,Hombre,Guatemala,20-24,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",83,828090
2015,Hombre,Guatemala,20-24,XX,Causas externas de mortalidad,1658,828090
2015,Hombre,Guatemala,25-29,I,Enfermedades infecciosas y parasitarias,76,702688
2015,Hombre,Guatemala,25-29,II,Tumores,73,702688
2015,Hombre,Guatemala,25-29,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,10,702688
2015,Hombre,Guatemala,25-29,IV,"Enfermedades endocrinas, nutricionales y metabólicas",33,702688
2015,Hombre,Guatemala,25-29,IX,Enfermedades del sistema circulatorio,81,702688
2015,Hombre,Guatemala,25-29,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",58,702688
2015,Hombre,Guatemala,25-29,X,Enfermedades del sistema respiratorio,69,702688
2015,Hombre,Guatemala,25-29,XI,Enfermedades del sistema digestivo,128,702688
2015,Hombre,Guatemala,25-29,XII,Enfermedades de la piel y del tejido subcutáneo,3,702688
2015,Hombre,Guatemala,25-29,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,0,702688
2015,Hombre,Guatemala,25-29,XIV,Enfermedades del sistema genitourinario,25,702688
2015,Hombre,Guatemala,25-29,XV,"Embarazo, parto y puerperio",0,702688
2015,Hombre,Guatemala,25-29,XVI,Afecciones originadas en el periodo perinatal,0,702688
2015,Hombre,Guatemala,25-29,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",10,702688
2015,Hombre,Guatemala,25-29,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",93,702688
2015,Hombre,Guatemala,25-29,XX,Causas externas de mortalidad,1295,702688
2015,Hombre,Guatemala,30-34,I,Enfermedades infecciosas y parasitarias,86,573450
2015,Hombre,Guatemala,30-34,II,Tumores,72,573450
2015,Hombre,Guatemala,30-34,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,16,573450
2015,Hombre,Guatemala,30-34,IV,"Enfermedades endocrinas, nutricionales y metabólicas",61,573450
2015,Hombre,Guatemala,30-34,IX,Enfermedades del sistema circulatorio,102,573450
2015,Hombre,Guatemala,30-34,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",88,573450
2015,Hombre,Guatemala,30-34,X,Enfermedades del sistema respiratorio,81,573450
2015,Hombre,Guatemala,30-34,XI,Enfermedades del sistema digestivo,214,573450
2015,Hombre,Guatemala,30-34,XII,Enfermedades de la piel y del tejido subcutáneo,7,573450
2015,Hombre,Guatemala,30-34,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,1,573450
2015,Hombre,Guatemala,30-34,XIV,Enfermedades del sistema genitourinario,38,573450
2015,Hombre,Guatemala,30-34,XV,"Embarazo, parto y puerperio",0,573450
2015,Hombre,Guatemala,30-34,XVI,Afecciones originadas en el periodo perinatal,0,573450
2015,Hombre,Guatemala,30-34,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",4,573450
2015,Hombre,Guatemala,30-34,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",97,573450
2015,Hombre,Guatemala,30-34,XX,Causas externas de mortalidad,1098,573450
2015,Hombre,Guatemala,35-39,I,Enfermedades infecciosas y parasitarias,119,449257
2015,Hombre,Guatemala,35-39,II,Tumores,98,449257
2015,Hombre,Guatemala,35-39,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,13,449257
2015,Hombre,Guatemala,35-39,IV,"Enfermedades endocrinas, nutricionales y metabólicas",85,449257
2015,Hombre,Guatemala,35-39,IX,Enfermedades del sistema circulatorio,142,449257
2015,Hombre,Guatemala,35-39,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",111,449257
2015,Hombre,Guatemala,35-39,X,Enfermedades del sistema respiratorio,110,449257
2015,Hombre,Guatemala,35-39,XI,Enfermedades del sistema digestivo,326,449257
2015,Hombre,Guatemala,35-39,XII,Enfermedades de la piel y del tejido subcutáneo,4,449257
2015,Hombre,Guatemala,35-39,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,4,449257
2015,Hombre,Guatemala,35-39,XIV,Enfermedades del sistema genitourinario,46,449257
2015,Hombre,Guatemala,35-39,XV,"Embarazo, parto y puerperio",0,449257
2015,Hombre,Guatemala,35-39,XVI,Afecciones originadas en el periodo perinatal,0,449257
2015,Hombre,Guatemala,35-39,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",4,449257
2015,Hombre,Guatemala,35-39,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",102,449257
2015,Hombre,Guatemala,35-39,XX,Causas externas de mortalidad,939,449257
2015,Hombre,Guatemala,40-44,I,Enfermedades infecciosas y parasitarias,92,343913
2015,Hombre,Guatemala,40-44,II,Tumores,118,343913
2015,Hombre,Guatemala,40-44,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,10,343913
2015,Hombre,Guatemala,40-44,IV,"Enfermedades endocrinas, nutricionales y metabólicas",138,343913
2015,Hombre,Guatemala,40-44,IX,Enfermedades del sistema circulatorio,139,343913
2015,Hombre,Guatemala,40-44,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",98,343913
2015,Hombre,Guatemala,40-44,X,Enfermedades del sistema respiratorio,76,343913
2015,Hombre,Guatemala,40-44,XI,Enfermedades del sistema digestivo,380,343913
2015,Hombre,Guatemala,40-44,XII,Enfermedades de la piel y del tejido subcutáneo,3,343913
2015,Hombre,Guatemala,40-44,XIII,Enfermedades del sistema osteomuscular y del tejido conjuntivo,4,343913
2015,Hombre,Guatemala,40-44,XIV,Enfermedades del sistema genitourinario,77,343913
2015,Hombre,Guatemala,40-44,XV,"Embarazo, parto y puerperio",0,343913
2015,Hombre,Guatemala,40-44,XVI,Afecciones originadas en el periodo perinatal,0,343913
2015,Hombre,Guatemala,40-44,XVII,"Malformaciones congénitas, deformidades y anomalías cromosómicas",3,343913
2015,Hombre,Guatemala,40-44,XVIII,"Síntomas, signos y hallazgos anormales no clasificados en otra parte",112,343913
2015,Hombre,Guatemala,40-44,XX,Causas externas de mortalidad,712,343913
2015,Hombre,Guatemala,45-49,I,Enfermedades infecciosas y parasitarias,88,274439
2015,Hombre,Guatemala,45-49,II,Tumores,116,274439
2015,Hombre,Guatemala,45-49,III,Enfermedades de la sangre y de los órganos hematopoyéticos y ciertos trastornos de la inmunidad,8,274439
2015,Hombre,Guatemala,45-49,IV,"Enfermedades endocrinas, nutricionales y metabólicas",170,274439
2015,Hombre,Guatemala,45-49,IX,Enfermedades del sistema circulatorio,206,274439
2015,Hombre,Guatemala,45-49,V-VIII,"Trastornos mentales, enfermedades del sistema nervioso y de los órganos de los sentidos",98,274439
2015,Hombre,Guatemala,45-49,X,Enfermedades del sistema respiratorio,92,274439
2015,Hombre,Guatemala,45-49,XI,Enfermedades del sistema digestivo,329,274439
